hist_avg_units,hist_trend,entitlement_limit,num_people,days_home,month_sin,month_cos,baseload_kwh,ac_1ton_kwh,ac_1_5ton_kwh,geyser_kwh,wm_kwh,microwave_kwh,cooler_kwh,iron_kwh,has_ac_1ton,has_ac_1_5ton,has_geyser,has_wm,has_microwave,has_cooler,has_iron,month,theoretical_units,actual_units
220.69,-52.72,200.0,3,29,0.0,-1.0,200.22,0.0,0.0,20.46,0.0,0.0,28.73,6.5,0,0,1,0,0,1,1,6,255.91,207.64
266.46,-12.87,200.0,3,25,-1.0,-0.0,225.96,0.0,0.0,31.37,0.0,44.84,0.0,9.53,0,0,1,0,1,0,1,9,311.69,252.54
195.15,15.87,200.0,3,30,-0.866025,0.5,215.22,0.0,0.0,0.0,0.0,0.0,0.0,12.99,0,0,0,0,0,0,1,10,228.21,213.78
240.87,-2.23,200.0,4,18,-0.0,1.0,265.08,0.0,0.0,0.0,12.12,0.0,0.0,6.82,0,0,0,1,0,0,1,12,284.02,209.16
177.64,12.83,195.4,5,30,-0.0,1.0,218.46,0.0,0.0,0.0,0.0,0.0,0.0,10.82,0,0,0,0,0,0,1,12,229.28,188.94
280.7,-5.84,200.0,4,22,-0.866025,0.5,185.82,128.84,0.0,0.0,0.0,0.0,0.0,6.5,1,0,0,0,0,0,1,10,321.15,225.02
378.18,-8.53,200.0,3,18,0.866025,0.5,174.48,231.57,0.0,50.1,0.0,0.0,0.0,7.36,1,0,1,0,0,0,1,2,463.51,201.69
260.9,-2.84,200.0,1,20,0.866025,0.5,211.98,0.0,0.0,64.2,0.0,9.4,0.0,7.14,0,0,1,0,1,0,1,2,292.73,210.28
440.39,9.21,200.0,2,30,0.866025,-0.5,164.34,0.0,342.41,0.0,13.86,0.0,0.0,0.0,0,1,0,1,0,0,0,4,520.61,534.7
70.62,-16.19,77.68,3,30,0.5,-0.866025,47.22,0.0,0.0,0.0,0.0,35.16,0.0,6.5,0,0,0,0,1,0,1,5,88.87,104.72
414.12,6.16,200.0,5,28,-0.5,-0.866025,216.84,221.72,0.0,0.0,4.16,14.83,0.0,4.76,1,0,0,1,1,0,1,7,462.31,376.66
226.45,-19.37,200.0,2,29,0.866025,0.5,175.08,0.0,0.0,23.66,5.2,39.4,0.0,18.19,0,0,1,1,1,0,1,2,261.52,198.35
214.87,37.11,200.0,6,23,-1.0,-0.0,201.84,0.0,0.0,0.0,0.0,0.0,27.45,6.5,0,0,0,0,0,1,1,9,235.79,200.92
417.23,-34.54,200.0,4,28,-0.5,-0.866025,206.7,0.0,227.78,33.09,0.0,0.0,0.0,4.33,0,1,1,0,0,0,1,7,471.9,322.35
191.95,-5.23,200.0,4,26,0.866025,0.5,200.82,0.0,0.0,0.0,0.0,0.0,13.83,6.82,0,0,0,0,0,1,1,2,221.47,154.78
309.96,-55.84,200.0,4,29,-0.866025,-0.5,227.58,113.44,0.0,8.02,0.0,0.0,0.0,6.5,1,0,1,0,0,0,1,8,355.53,220.36
580.33,-31.71,200.0,5,30,-1.0,-0.0,230.22,0.0,448.0,0.0,0.0,0.0,0.0,7.79,0,1,0,0,0,0,1,9,686.01,582.17
225.6,6.61,200.0,2,30,-0.5,0.866025,245.22,0.0,0.0,0.0,0.0,25.9,0.0,0.0,0,0,0,0,1,0,0,11,271.12,246.05
116.17,-11.32,127.79,2,24,0.0,-1.0,97.08,0.0,0.0,21.71,19.4,0.0,0.0,10.82,0,0,1,1,0,0,1,6,149.01,107.15
52.24,-40.46,57.46,2,24,0.866025,0.5,71.34,0.0,0.0,0.0,0.0,6.94,0.0,8.66,0,0,0,0,1,0,1,2,86.94,63.45
217.22,-38.81,200.0,5,30,-0.866025,-0.5,210.96,0.0,0.0,0.0,2.77,34.91,0.0,3.9,0,0,0,1,1,0,1,8,252.54,234.44
176.99,11.56,194.69,5,24,0.866025,0.5,131.34,0.0,0.0,50.3,4.16,37.01,0.0,6.5,0,0,1,1,1,0,1,2,229.3,149.98
530.04,-22.47,200.0,5,19,0.866025,0.5,317.34,0.0,310.55,0.0,0.0,0.0,0.0,2.27,0,1,0,0,0,0,1,2,630.17,377.81
569.58,19.02,200.0,5,23,-0.866025,-0.5,225.96,0.0,406.5,0.0,11.08,0.0,0.0,5.2,0,1,0,1,0,0,1,8,648.74,305.47
198.96,9.73,200.0,4,27,-0.0,1.0,220.08,0.0,0.0,0.0,6.93,0.0,0.0,10.28,0,0,0,1,0,0,1,12,237.29,200.91
150.19,10.26,165.21,2,26,-0.866025,-0.5,176.7,0.0,0.0,0.0,8.31,0.0,0.0,3.68,0,0,0,1,0,0,1,8,188.69,160.82
281.83,25.43,200.0,4,25,0.0,-1.0,203.46,49.48,0.0,0.0,0.0,51.13,0.0,0.0,1,0,0,0,1,0,0,6,304.07,213.43
197.7,1.66,200.0,2,30,0.0,-1.0,221.1,0.0,0.0,0.0,0.0,0.0,0.0,7.36,0,0,0,0,0,0,1,6,228.46,190.52
263.01,-11.66,200.0,3,30,-0.0,1.0,182.58,0.0,0.0,77.18,0.0,47.49,6.31,4.11,0,0,1,0,1,1,1,12,317.67,250.88
309.88,15.13,200.0,3,20,1.0,0.0,309.84,42.57,0.0,0.0,0.0,22.83,0.0,15.91,1,0,0,0,1,0,1,3,391.16,319.81
290.8,-62.33,200.0,3,26,0.5,0.866025,180.96,0.0,148.81,0.0,6.93,0.0,0.0,7.14,0,1,0,1,0,0,1,1,343.84,216.93
174.44,34.93,191.88,2,30,-0.866025,0.5,200.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,10,200.22,182.31
221.34,-4.94,200.0,1,30,0.5,0.866025,200.22,0.0,0.0,17.6,10.39,0.0,0.0,8.66,0,0,1,1,0,0,1,1,236.87,179.52
172.29,46.37,189.52,7,26,-1.0,-0.0,195.96,0.0,0.0,0.0,0.0,0.0,0.0,3.68,0,0,0,0,0,0,1,9,199.64,180.82
191.6,-49.8,200.0,4,29,0.0,-1.0,197.58,0.0,0.0,29.95,12.12,0.0,0.0,3.68,0,0,1,1,0,0,1,6,243.33,191.08
179.88,-8.56,197.87,3,29,0.5,0.866025,218.46,0.0,0.0,0.0,0.0,0.0,10.84,11.69,0,0,0,0,0,1,1,1,240.99,215.99
428.38,20.83,200.0,3,24,0.5,-0.866025,222.72,197.96,0.0,14.17,0.0,54.37,0.0,9.74,1,0,1,0,1,0,1,5,498.96,415.35
186.67,71.22,200.0,2,27,-0.5,0.866025,225.96,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0,0,0,0,0,0,1,11,231.16,193.2
569.28,29.39,200.0,6,30,0.866025,-0.5,205.08,0.0,441.72,0.0,0.0,0.0,0.0,3.46,0,1,0,0,0,0,1,4,650.26,684.81
456.89,-2.88,200.0,2,23,0.0,-1.0,227.58,0.0,299.95,0.0,5.2,0.0,0.0,1.95,0,1,0,1,0,0,1,6,534.68,253.8
259.3,-10.38,200.0,4,27,0.0,-1.0,203.46,99.53,0.0,0.0,3.46,0.0,0.0,2.17,1,0,0,1,0,0,1,6,308.62,228.58
171.21,-2.54,188.33,3,21,0.5,-0.866025,180.96,0.0,0.0,0.0,4.16,0.0,0.0,8.12,0,0,0,1,0,0,1,5,193.24,204.89
237.23,-15.85,200.0,4,26,-0.0,1.0,260.22,0.0,0.0,17.37,0.0,0.0,0.0,3.25,0,0,1,0,0,0,1,12,280.84,200.65
156.08,-8.12,171.69,6,28,0.866025,0.5,179.34,0.0,0.0,0.0,14.55,0.0,0.0,0.0,0,0,0,1,0,0,0,2,193.89,176.83
172.11,-16.73,189.32,5,29,0.5,-0.866025,201.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5,201.84,289.06
447.24,-73.53,200.0,1,24,0.5,0.866025,176.7,0.0,305.51,67.04,0.0,0.0,0.0,10.28,0,1,1,0,0,0,1,1,559.54,294.14
275.02,-18.9,200.0,4,29,-0.5,0.866025,240.96,0.0,0.0,76.87,13.86,0.0,0.0,8.66,0,0,1,1,0,0,1,11,340.34,305.54
384.2,9.4,200.0,5,30,-0.866025,-0.5,251.7,173.07,0.0,0.0,0.0,26.7,0.0,0.0,1,0,0,0,1,0,0,8,451.47,301.93
237.34,-10.38,200.0,3,23,0.866025,0.5,222.72,0.0,0.0,49.36,6.24,0.0,5.94,8.66,0,0,1,1,0,1,1,2,292.92,231.14
109.19,-40.57,120.11,5,26,-1.0,-0.0,105.6,0.0,0.0,9.05,0.0,26.48,0.0,6.5,0,0,1,0,1,0,1,9,147.63,123.17
218.82,4.59,200.0,5,22,-0.5,0.866025,224.34,0.0,0.0,0.0,0.0,9.33,15.35,0.0,0,0,0,0,1,1,0,11,249.02,225.94
86.35,-0.55,94.98,4,28,-0.866025,0.5,53.1,0.0,0.0,0.0,0.0,33.82,0.0,0.0,0,0,0,0,1,0,0,10,86.92,90.55
189.95,-43.67,200.0,5,22,-0.5,-0.866025,203.46,0.0,0.0,11.57,0.0,0.0,0.0,7.14,0,0,1,0,0,0,1,7,222.18,163.01
191.55,3.74,200.0,3,30,0.866025,-0.5,95.46,0.0,129.81,0.0,0.0,0.0,0.0,4.33,0,1,0,0,0,0,1,4,229.6,259.46
166.36,-46.63,183.0,4,28,1.0,0.0,206.7,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0,0,0,0,0,0,1,3,211.9,285.41
151.31,6.18,166.44,5,30,-1.0,-0.0,157.08,0.0,0.0,0.0,0.0,12.69,0.0,6.5,0,0,0,0,1,0,1,9,176.27,154.36
419.9,-40.3,200.0,5,30,-0.0,1.0,245.22,112.89,0.0,107.89,0.0,0.0,0.0,8.12,1,0,1,0,0,0,1,12,474.12,338.29
224.5,14.71,200.0,4,25,-0.866025,0.5,242.58,0.0,0.0,0.0,3.12,0.0,0.0,6.82,0,0,0,1,0,0,1,10,252.52,250.44
188.58,25.89,200.0,3,18,0.5,-0.866025,205.08,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0,0,0,0,0,0,1,5,209.19,205.65
170.92,15.11,188.01,4,25,-0.866025,-0.5,180.96,0.0,0.0,20.34,0.0,0.0,0.0,8.66,0,0,1,0,0,0,1,8,209.96,166.81
217.64,13.5,200.0,7,26,1.0,0.0,213.6,0.0,0.0,0.0,0.0,23.37,30.74,7.79,0,0,0,0,1,1,1,3,275.51,363.12
324.11,-44.29,200.0,2,30,-0.866025,0.5,171.84,209.15,0.0,0.0,9.35,0.0,0.0,5.41,1,0,0,1,0,0,1,10,395.76,312.17
266.61,-15.2,200.0,6,18,-0.866025,0.5,252.72,0.0,0.0,24.88,0.0,0.0,13.33,6.5,0,0,1,0,0,1,1,10,297.43,214.9
157.7,35.07,173.47,5,30,0.866025,0.5,168.6,0.0,0.0,0.0,8.31,0.0,0.0,4.33,0,0,0,1,0,0,1,2,181.24,150.09
276.29,11.45,200.0,2,30,-1.0,-0.0,309.84,0.0,0.0,12.43,0.0,0.0,0.0,4.33,0,0,1,0,0,0,1,9,326.6,297.28
301.16,22.08,200.0,5,29,-0.0,1.0,235.08,87.0,0.0,21.62,0.0,0.0,0.0,9.74,1,0,1,0,0,0,1,12,353.45,218.29
322.21,19.44,200.0,4,24,0.866025,-0.5,230.82,0.0,0.0,0.0,6.93,0.0,119.6,5.2,0,0,0,1,0,1,1,4,362.54,426.56
240.88,21.85,200.0,3,20,1.0,0.0,246.84,0.0,0.0,0.0,0.0,0.0,34.6,7.14,0,0,0,0,0,1,1,3,288.58,287.21
217.25,7.84,200.0,4,20,0.0,-1.0,230.22,0.0,0.0,0.0,0.0,0.0,0.0,9.53,0,0,0,0,0,0,1,6,239.75,176.78
152.02,-6.67,167.22,7,29,1.0,0.0,174.48,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0,0,0,0,0,0,1,3,180.97,260.09
315.27,76.06,200.0,7,20,-1.0,-0.0,93.84,0.0,252.79,0.0,0.0,13.67,0.0,6.5,0,1,0,0,1,0,1,9,366.79,205.36
201.44,5.42,200.0,3,30,-1.0,-0.0,208.32,0.0,0.0,0.0,0.0,0.0,8.17,4.33,0,0,0,0,0,1,1,9,220.82,170.04
200.49,17.16,200.0,3,29,0.866025,0.5,213.6,0.0,0.0,0.0,0.0,0.0,0.0,9.74,0,0,0,0,0,0,1,2,223.34,202.96
273.22,54.31,200.0,4,25,-0.5,-0.866025,206.1,0.0,105.99,0.0,8.31,15.11,0.0,7.14,0,1,0,1,1,0,1,7,342.66,212.29
321.19,-4.11,200.0,1,27,-0.5,0.866025,219.48,0.0,157.12,0.0,4.68,0.0,0.0,6.17,0,1,0,1,0,0,1,11,387.44,313.59
233.51,6.77,200.0,4,26,-0.866025,-0.5,203.46,0.0,0.0,27.38,0.0,0.0,0.0,6.5,0,0,1,0,0,0,1,8,237.33,184.39
583.67,5.54,200.0,4,25,-0.5,0.866025,303.96,0.0,355.79,0.0,16.97,0.0,0.0,8.23,0,1,0,1,0,0,1,11,684.95,543.74
232.4,7.54,200.0,4,30,-0.5,0.866025,216.84,0.0,0.0,43.77,0.0,20.3,0.0,3.46,0,0,1,0,1,0,1,11,284.38,292.72
298.34,-32.53,200.0,5,30,0.5,0.866025,246.84,0.0,0.0,70.05,0.0,0.0,15.93,4.33,0,0,1,0,0,1,1,1,337.15,332.99
200.44,-28.26,200.0,4,30,-0.5,0.866025,224.34,0.0,0.0,0.0,8.31,0.0,5.07,8.12,0,0,0,1,0,1,1,11,245.84,237.3
187.3,-37.44,200.0,5,24,-0.5,-0.866025,176.1,0.0,0.0,0.0,0.0,0.0,0.0,12.99,0,0,0,0,0,0,1,7,189.09,141.86
258.79,13.76,200.0,5,26,0.5,-0.866025,260.22,0.0,0.0,0.0,14.55,0.0,0.0,10.39,0,0,0,1,0,0,1,5,285.16,329.35
233.42,-28.76,200.0,4,26,1.0,0.0,233.46,0.0,0.0,2.73,0.0,42.42,0.0,0.0,0,0,1,0,1,0,0,3,278.6,307.81
498.92,33.75,200.0,6,30,-0.5,-0.866025,219.48,0.0,367.38,0.0,5.54,0.0,0.0,3.68,0,1,0,1,0,0,1,7,596.08,402.54
254.59,-21.76,200.0,5,25,-0.5,0.866025,248.46,0.0,0.0,22.87,0.0,22.96,0.0,0.0,0,0,1,0,1,0,0,11,294.29,274.5
244.43,-5.81,200.0,4,23,-1.0,-0.0,247.44,0.0,0.0,18.86,0.0,0.0,0.0,12.34,0,0,1,0,0,0,1,9,278.64,212.15
168.22,5.18,185.04,2,30,0.5,-0.866025,167.58,0.0,0.0,0.0,10.39,0.0,0.0,12.99,0,0,0,1,0,0,1,5,190.96,239.82
226.28,-0.19,200.0,2,24,0.0,-1.0,245.22,0.0,0.0,0.74,0.0,0.0,0.0,8.23,0,0,1,0,0,0,1,6,254.19,191.5
485.77,8.15,200.0,4,20,-1.0,-0.0,205.08,288.86,0.0,0.0,16.63,49.85,0.0,7.14,1,0,0,1,1,0,1,9,567.57,259.87
377.67,-11.64,200.0,3,26,0.866025,-0.5,216.84,204.98,0.0,22.73,0.0,0.0,0.0,6.5,1,0,1,0,0,0,1,4,451.05,421.58
267.91,-21.1,200.0,6,29,-0.866025,-0.5,225.96,0.0,0.0,16.06,6.93,41.93,0.0,10.39,0,0,1,1,1,0,1,8,301.27,267.81
307.77,-0.16,200.0,7,30,1.0,0.0,209.34,182.28,0.0,0.0,0.0,0.0,0.0,3.25,1,0,0,0,0,0,1,3,394.87,483.89
286.14,-27.69,200.0,2,20,0.866025,-0.5,328.08,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0,0,0,1,0,0,0,4,329.64,335.05
373.05,38.27,200.0,2,28,1.0,0.0,221.1,0.0,162.26,14.8,12.12,0.0,0.0,11.37,0,1,1,1,0,0,1,3,421.66,418.46
405.21,55.46,200.0,5,23,0.0,-1.0,216.84,230.3,0.0,10.86,0.0,0.0,0.0,8.12,1,0,1,0,0,0,1,6,466.12,229.65
203.53,28.12,200.0,4,17,0.5,-0.866025,201.84,0.0,0.0,25.78,0.0,0.0,0.0,4.33,0,0,1,0,0,0,1,5,231.95,244.69
193.41,22.7,200.0,2,28,-0.5,-0.866025,209.34,0.0,0.0,0.0,0.0,0.0,34.17,0.0,0,0,0,0,0,1,0,7,243.51,184.45
187.73,3.32,200.0,5,24,0.5,-0.866025,222.72,0.0,0.0,3.57,0.0,0.0,0.0,9.53,0,0,1,0,0,0,1,5,235.81,281.93
213.82,-25.27,200.0,2,27,-0.5,0.866025,239.34,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0,0,0,0,0,0,1,11,241.5,203.85
297.78,-29.72,200.0,3,30,0.0,-1.0,155.22,0.0,0.0,0.0,0.0,50.79,120.6,4.33,0,0,0,0,1,1,1,6,330.94,246.23
196.72,-13.87,200.0,6,24,-0.5,-0.866025,234.48,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0,0,0,0,0,0,1,7,237.73,224.28
301.91,-24.82,200.0,1,25,1.0,0.0,192.72,158.95,0.0,0.0,0.0,0.0,0.0,9.74,1,0,0,0,0,0,1,3,361.42,286.35
234.56,15.62,200.0,4,29,-0.5,0.866025,257.58,0.0,0.0,0.0,8.66,0.0,0.0,0.0,0,0,0,1,0,0,0,11,266.24,275.0
224.05,16.93,200.0,4,22,-0.5,-0.866025,222.72,0.0,0.0,0.0,12.99,0.0,0.0,0.0,0,0,0,1,0,0,0,7,235.71,207.11
192.71,45.11,200.0,4,26,0.866025,-0.5,177.72,0.0,0.0,0.0,0.0,44.07,0.0,11.69,0,0,0,0,1,0,1,4,233.48,290.32
410.08,-0.41,200.0,7,18,0.0,-1.0,356.46,0.0,0.0,0.0,0.0,0.0,137.59,4.33,0,0,0,0,0,1,1,6,498.38,424.81
244.23,26.38,200.0,6,25,-0.5,0.866025,225.96,0.0,0.0,0.0,0.0,51.55,0.0,12.34,0,0,0,0,1,0,1,11,289.85,269.96
262.6,-13.21,200.0,5,30,-0.5,0.866025,203.46,0.0,0.0,32.68,9.7,48.03,0.0,8.12,0,0,1,1,1,0,1,11,301.98,322.03
618.07,-11.84,200.0,3,19,-0.0,1.0,224.34,0.0,339.56,87.8,3.12,52.55,0.0,0.0,0,1,1,1,1,0,0,12,707.36,298.31
211.13,-16.49,200.0,5,28,0.5,-0.866025,200.22,0.0,0.0,0.0,4.16,21.47,0.0,3.68,0,0,0,1,1,0,1,5,229.52,304.08
182.25,-6.47,200.0,2,28,0.866025,-0.5,203.46,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0,0,0,0,0,0,1,4,208.66,244.66
240.05,-3.24,200.0,5,22,-0.5,0.866025,260.22,0.0,0.0,0.0,0.0,23.02,0.0,6.82,0,0,0,0,1,0,1,11,290.06,226.33
390.17,57.12,200.0,3,27,0.5,0.866025,229.2,231.68,0.0,0.0,0.0,0.0,0.0,8.12,1,0,0,0,0,0,1,1,469.0,281.49
201.37,-39.02,200.0,2,23,1.0,0.0,179.34,0.0,0.0,0.0,0.0,45.2,0.0,4.33,0,0,0,0,1,0,1,3,228.87,227.15
307.68,7.22,200.0,4,27,1.0,0.0,346.32,0.0,0.0,26.97,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,373.29,497.81
220.09,18.96,200.0,3,30,-1.0,-0.0,196.98,0.0,0.0,0.0,0.0,52.37,0.0,3.25,0,0,0,0,1,0,1,9,252.6,204.26
204.51,2.32,200.0,2,30,0.866025,-0.5,198.6,0.0,0.0,25.85,0.0,41.31,0.0,0.0,0,0,1,0,1,0,0,4,265.76,330.04
229.43,-30.45,200.0,3,20,0.5,0.866025,185.82,0.0,0.0,0.0,0.0,65.85,0.0,4.11,0,0,0,0,1,0,1,1,255.79,155.83
163.08,-13.9,179.39,3,19,0.866025,0.5,161.7,0.0,0.0,0.0,0.0,22.32,0.0,13.53,0,0,0,0,1,0,1,2,197.56,142.57
227.95,6.33,200.0,2,29,0.5,-0.866025,221.1,57.64,0.0,0.0,0.0,0.0,0.0,6.5,1,0,0,0,0,0,1,5,285.23,257.3
184.65,-22.8,200.0,3,26,0.5,-0.866025,197.58,0.0,0.0,0.0,6.24,0.0,0.0,16.67,0,0,0,1,0,0,1,5,220.49,235.4
232.34,-34.87,200.0,4,18,0.866025,0.5,206.1,0.0,0.0,0.0,0.0,31.7,0.0,4.33,0,0,0,0,1,0,1,2,242.13,182.04
162.53,-54.42,178.78,1,25,0.0,-1.0,180.96,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0,0,0,0,0,0,1,6,187.46,141.58
299.46,-32.27,200.0,1,30,0.866025,-0.5,303.96,0.0,0.0,0.0,0.0,20.87,0.0,10.82,0,0,0,0,1,0,1,4,335.66,386.17
220.3,11.23,200.0,5,28,-0.5,0.866025,221.7,0.0,0.0,0.0,12.12,0.0,0.0,6.5,0,0,0,1,0,0,1,11,240.32,227.33
214.4,10.97,200.0,3,24,-0.5,0.866025,244.2,0.0,0.0,0.0,0.0,22.74,0.0,3.9,0,0,0,0,1,0,1,11,270.84,238.19
144.01,55.25,158.41,5,25,-0.866025,0.5,116.94,0.0,0.0,19.92,16.63,0.0,0.0,2.6,0,0,1,1,0,0,1,10,156.09,147.65
339.15,23.83,200.0,5,25,-0.866025,0.5,239.34,84.39,0.0,35.06,0.0,21.41,0.0,4.87,1,0,1,0,1,0,1,10,385.08,319.01
187.62,8.21,200.0,2,30,-0.5,-0.866025,209.94,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0,0,0,0,0,0,1,7,215.14,161.72
253.74,27.59,200.0,3,30,-0.5,-0.866025,224.34,0.0,0.0,30.35,0.0,19.8,21.74,2.17,0,0,1,0,1,1,1,7,298.4,269.92
308.59,20.29,200.0,2,28,-0.0,1.0,194.94,0.0,189.21,0.0,0.0,0.0,0.0,5.41,0,1,0,0,0,0,1,12,389.57,266.97
177.38,-12.98,195.12,2,26,0.5,-0.866025,162.72,0.0,0.0,8.81,0.0,0.0,0.0,13.64,0,0,1,0,0,0,1,5,185.17,237.61
210.05,-12.89,200.0,3,20,0.866025,-0.5,239.34,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0,0,0,0,0,0,1,4,243.24,230.68
261.87,-1.95,200.0,5,30,-0.5,-0.866025,250.08,0.0,0.0,0.0,0.0,57.85,0.0,0.0,0,0,0,0,1,0,0,7,307.93,287.7
315.38,13.18,200.0,3,25,-1.0,-0.0,235.08,101.54,0.0,0.0,0.0,0.0,0.0,6.93,1,0,0,0,0,0,1,9,343.55,200.99
263.37,-17.56,200.0,4,19,-0.866025,-0.5,225.96,0.0,0.0,59.08,12.12,0.0,0.0,4.76,0,0,1,1,0,0,1,8,301.93,233.3
176.62,21.85,194.28,2,25,-0.5,-0.866025,182.58,0.0,0.0,0.0,0.0,0.0,13.61,4.76,0,0,0,0,0,1,1,7,200.95,168.34
185.43,-10.81,200.0,3,27,1.0,0.0,200.22,0.0,0.0,0.0,6.93,12.42,0.0,4.76,0,0,0,1,1,0,1,3,224.33,245.62
180.52,29.39,198.57,5,29,-0.866025,0.5,206.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,10,206.7,209.46
222.44,-28.4,200.0,3,30,-0.866025,0.5,221.7,0.0,0.0,0.0,3.12,37.27,0.0,4.76,0,0,0,1,1,0,1,10,266.85,266.37
202.6,-0.63,200.0,5,24,-0.866025,-0.5,200.22,0.0,0.0,0.0,8.66,0.0,29.89,1.84,0,0,0,1,0,1,1,8,240.61,195.66
211.49,-29.69,200.0,3,24,-0.5,0.866025,239.94,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0,0,0,0,0,0,1,11,242.32,222.42
371.4,47.8,200.0,5,21,0.5,-0.866025,240.96,0.0,213.45,0.0,0.0,0.0,0.0,5.41,0,1,0,0,0,0,1,5,459.82,352.19
85.83,-7.44,94.41,3,27,-0.866025,0.5,93.84,0.0,0.0,0.0,3.46,0.0,0.0,9.09,0,0,0,1,0,0,1,10,106.4,99.48
206.08,-30.62,200.0,2,30,-0.5,0.866025,213.6,0.0,0.0,0.0,12.47,26.98,0.0,0.0,0,0,0,1,1,0,0,11,253.05,216.93
279.28,-43.95,200.0,4,30,1.0,0.0,221.1,0.0,0.0,0.0,0.0,28.66,52.28,3.46,0,0,0,0,1,1,1,3,305.51,405.32
212.92,37.36,200.0,4,30,0.5,-0.866025,224.94,0.0,0.0,14.84,10.39,0.0,0.0,8.66,0,0,1,1,0,0,1,5,258.83,351.74
426.74,-26.5,200.0,2,28,-0.866025,-0.5,228.6,0.0,271.78,0.0,0.0,0.0,0.0,5.2,0,1,0,0,0,0,1,8,505.58,367.97
158.16,3.01,173.98,2,29,0.0,-1.0,179.34,0.0,0.0,6.57,0.0,8.47,0.0,7.36,0,0,1,0,1,0,1,6,201.74,198.67
298.12,-32.04,200.0,3,30,-1.0,-0.0,243.6,86.13,0.0,0.0,0.0,32.79,0.0,5.85,1,0,0,0,1,0,1,9,368.37,286.33
228.47,-26.22,200.0,1,18,1.0,0.0,194.34,0.0,0.0,0.0,6.93,65.18,0.0,7.79,0,0,0,1,1,0,1,3,274.24,259.69
246.4,21.7,200.0,2,28,1.0,0.0,250.08,0.0,0.0,27.64,0.0,0.0,0.0,6.5,0,0,1,0,0,0,1,3,284.21,317.68
214.58,30.71,200.0,5,30,0.866025,0.5,92.22,0.0,0.0,105.05,0.0,37.39,0.0,6.82,0,0,1,0,1,0,1,2,241.48,204.96
163.75,27.07,180.13,5,25,-0.5,-0.866025,184.2,0.0,0.0,0.0,0.0,9.66,0.0,3.25,0,0,0,0,1,0,1,7,197.11,169.11
193.17,-50.45,200.0,4,24,-0.5,0.866025,213.6,0.0,0.0,27.57,6.24,0.0,0.0,6.82,0,0,1,1,0,0,1,11,254.22,264.91
229.48,22.1,200.0,3,30,1.0,0.0,242.58,0.0,0.0,0.0,6.24,35.69,0.0,6.5,0,0,0,1,1,0,1,3,291.0,388.38
204.5,26.21,200.0,3,30,0.0,-1.0,224.34,0.0,0.0,0.0,5.54,0.0,0.0,9.53,0,0,0,1,0,0,1,6,239.41,225.91
112.51,-17.64,123.76,5,30,0.5,-0.866025,57.96,0.0,0.0,26.99,8.31,39.57,0.0,12.99,0,0,1,1,1,0,1,5,145.82,198.82
401.74,3.81,200.0,5,30,-0.0,1.0,225.96,237.92,0.0,0.0,8.66,0.0,0.0,8.66,1,0,0,1,0,0,1,12,481.2,354.21
309.52,56.9,200.0,4,17,-0.5,-0.866025,123.84,224.24,0.0,0.0,0.0,0.0,0.0,3.25,1,0,0,0,0,0,1,7,351.32,162.94
534.63,-35.19,200.0,3,18,1.0,0.0,203.46,0.0,391.82,9.51,12.12,0.0,0.0,6.5,0,1,1,1,0,0,1,3,623.41,456.96
209.33,-56.94,200.0,5,27,-0.0,1.0,203.46,0.0,0.0,32.78,8.66,0.0,0.0,4.11,0,0,1,1,0,0,1,12,249.02,229.06
299.7,-5.22,200.0,5,29,0.5,-0.866025,209.34,0.0,0.0,0.45,0.0,0.0,124.06,8.66,0,0,1,0,0,1,1,5,342.51,453.99
484.76,38.13,200.0,2,18,-0.5,0.866025,306.6,0.0,209.21,42.55,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,11,558.36,289.25
244.74,24.53,200.0,1,28,0.866025,-0.5,191.1,0.0,0.0,0.0,5.2,20.06,53.4,8.23,0,0,0,1,1,1,1,4,277.99,295.34
233.61,-0.25,200.0,5,22,-1.0,-0.0,220.08,0.0,0.0,47.82,7.27,0.0,0.0,2.27,0,0,1,1,0,0,1,9,277.45,248.85
135.7,-12.3,149.27,5,23,-0.0,1.0,140.46,0.0,0.0,0.0,0.0,23.48,0.0,11.69,0,0,0,0,1,0,1,12,175.63,116.88
195.17,-8.07,200.0,4,30,0.0,-1.0,212.58,0.0,0.0,3.12,6.24,32.27,0.0,4.33,0,0,1,1,1,0,1,6,258.53,260.11
