hist_avg_units,hist_trend,num_people,days_home,month_sin,month_cos,baseload_kwh,ac_1ton_kwh,ac_1_5ton_kwh,geyser_kwh,wm_kwh,microwave_kwh,cooler_kwh,iron_kwh,has_ac_1ton,has_ac_1_5ton,has_geyser,has_wm,has_microwave,has_cooler,has_iron,actual_units,total_hca_kwh,has_any_ac,high_occupancy,partial_month
235.62,-60.87,4,28,-0.0,1.0,185.22,47.65,0.0,0.0,6.93,36.24,0.0,5.85,1,0,0,1,1,0,1,174.55,96.66999999999999,1,0,0
191.88,16.45,5,25,0.866025,-0.5,200.22,0.0,0.0,0.0,14.55,0.0,0.0,5.2,0,0,0,1,0,0,1,261.13,19.75,0,1,0
200.5,-50.26,4,30,1.0,0.0,179.34,0.0,0.0,27.81,0.0,14.33,0.0,11.91,0,0,1,0,1,0,1,308.57,54.05,0,0,0
233.41,10.32,4,27,1.0,0.0,200.22,0.0,0.0,12.52,3.12,55.46,0.0,13.53,0,0,1,1,1,0,1,350.5,84.63,0,0,0
238.69,-30.68,3,21,-0.5,-0.866025,218.46,0.0,0.0,32.99,0.0,20.74,0.0,8.23,0,0,1,0,1,0,1,215.78,61.96000000000001,0,0,1
206.49,22.63,4,30,-0.5,0.866025,180.96,0.0,0.0,59.91,0.0,0.0,9.78,4.76,0,0,1,0,0,1,1,263.45,74.45,0,0,0
325.45,13.63,4,22,-1.0,-0.0,326.46,0.0,0.0,0.0,16.97,10.29,0.0,7.79,0,0,0,1,1,0,1,326.26,35.05,0,0,1
390.87,61.37,4,21,-0.866025,-0.5,216.84,0.0,205.47,20.53,6.93,0.0,0.0,5.2,0,1,1,1,0,0,1,279.08,238.13,1,0,1
203.67,-29.41,4,30,-0.866025,0.5,248.46,0.0,0.0,0.0,7.79,0.0,0.0,6.82,0,0,0,1,0,0,1,258.93,14.61,0,0,0
221.64,14.56,2,19,-0.5,-0.866025,227.58,0.0,0.0,0.0,0.0,6.95,4.66,0.0,0,0,0,0,1,1,0,173.06,11.61,0,0,1
184.38,42.18,5,23,0.866025,0.5,216.84,0.0,0.0,0.0,0.0,0.0,0.0,8.66,0,0,0,0,0,0,1,162.82,8.66,0,1,1
147.52,63.56,6,19,1.0,0.0,140.46,0.0,0.0,0.0,0.0,26.86,0.0,4.76,0,0,0,0,1,0,1,138.62,31.619999999999997,0,1,1
515.59,1.81,3,30,0.0,-1.0,220.08,0.0,357.89,0.0,6.93,0.0,0.0,10.82,0,1,0,1,0,0,1,446.73,375.64,1,0,0
213.57,58.7,3,22,-0.5,0.866025,225.96,0.0,0.0,0.0,8.31,0.0,17.35,8.66,0,0,0,1,0,1,1,236.6,34.32000000000001,0,0,1
271.11,-32.33,4,30,-0.0,1.0,288.96,0.0,0.0,0.0,7.79,32.79,0.0,8.23,0,0,0,1,1,0,1,259.3,48.81,0,0,0
394.52,-36.29,2,28,1.0,0.0,225.96,0.0,186.34,0.0,0.0,42.15,0.0,0.0,0,1,0,0,1,0,0,401.39,228.49,1,0,0
173.44,-13.13,2,29,0.866025,-0.5,189.48,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0,0,0,0,0,0,1,238.08,2.38,0,0,0
642.53,-19.14,4,25,0.0,-1.0,305.58,0.0,398.91,37.45,0.0,0.0,0.0,9.09,0,1,1,0,0,0,1,412.92,445.45,1,0,0
192.33,-23.75,5,16,-0.866025,-0.5,196.98,0.0,0.0,0.0,5.2,19.39,0.0,7.79,0,0,0,1,1,0,1,170.74,32.38,0,1,1
239.61,55.11,2,24,-0.866025,0.5,198.6,0.0,0.0,13.43,0.0,30.25,16.07,6.5,0,0,1,0,1,1,1,218.43,66.25,0,0,1
167.61,-19.86,4,29,0.866025,0.5,200.22,0.0,0.0,0.0,6.24,0.0,0.0,4.55,0,0,0,1,0,0,1,174.37,10.79,0,0,0
413.65,7.1,4,30,0.866025,-0.5,263.46,0.0,195.59,11.74,10.39,0.0,0.0,4.87,0,1,1,1,0,0,1,441.37,222.59000000000003,1,0,0
193.19,-23.66,3,30,-1.0,-0.0,206.1,0.0,0.0,0.0,0.0,19.6,0.0,4.33,0,0,0,0,1,0,1,205.8,23.93,0,0,0
249.42,-24.01,4,25,-0.0,1.0,200.22,0.0,0.0,0.0,0.0,51.79,0.0,7.79,0,0,0,0,1,0,1,198.71,59.58,0,0,0
220.8,-11.86,2,18,0.5,-0.866025,220.08,0.0,0.0,7.66,0.0,0.0,41.53,6.93,0,0,1,0,0,1,1,245.09,56.12,0,0,1
270.88,-20.11,4,28,1.0,0.0,234.48,0.0,0.0,29.02,4.68,42.82,0.0,6.17,0,0,1,1,1,0,1,378.6,82.69000000000001,0,0,0
204.88,-14.02,3,30,0.866025,0.5,205.08,0.0,0.0,0.0,0.0,52.24,0.0,6.5,0,0,0,0,1,0,1,218.79,58.74,0,0,0
225.09,4.41,4,30,-0.0,1.0,93.84,171.81,0.0,0.0,0.0,11.07,0.0,7.79,1,0,0,0,1,0,1,177.68,190.67,1,0,0
376.12,29.47,3,28,-0.5,0.866025,134.58,0.0,309.48,0.0,2.77,0.0,0.0,5.52,0,1,0,1,0,0,1,374.65,317.77,1,0,0
190.3,48.06,2,30,-0.866025,0.5,209.94,0.0,0.0,0.0,0.0,20.46,4.46,4.76,0,0,0,0,1,1,1,233.52,29.68,0,0,0
209.57,45.24,6,30,0.866025,-0.5,198.6,0.0,0.0,0.0,0.0,0.0,71.23,2.17,0,0,0,0,0,1,1,343.36,73.4,0,1,0
501.48,37.54,3,25,-1.0,-0.0,205.08,0.0,330.59,39.12,0.0,0.0,0.0,4.11,0,1,1,0,0,0,1,413.38,373.82,1,0,0
495.1,-24.66,4,20,0.866025,0.5,221.1,0.0,359.53,0.0,10.39,0.0,0.0,0.0,0,1,0,1,0,0,0,282.74,369.91999999999996,1,0,1
184.61,-14.2,2,30,0.5,0.866025,201.84,0.0,0.0,0.0,0.0,0.0,5.08,7.14,0,0,0,0,0,1,1,183.38,12.219999999999999,0,0,0
139.22,-40.23,4,24,-0.5,-0.866025,129.72,0.0,0.0,0.0,0.0,0.0,0.0,10.39,0,0,0,0,0,0,1,95.14,10.39,0,0,1
139.65,9.1,4,29,1.0,0.0,185.22,0.0,0.0,0.0,8.31,0.0,0.0,3.9,0,0,0,1,0,0,1,263.85,12.21,0,0,0
187.81,4.41,4,30,0.866025,-0.5,220.08,0.0,0.0,0.0,6.93,0.0,0.0,2.27,0,0,0,1,0,0,1,271.77,9.2,0,0,0
288.36,53.62,3,18,-0.5,-0.866025,129.72,0.0,190.56,0.0,7.27,0.0,0.0,5.52,0,1,0,1,0,0,1,160.06,203.35000000000002,1,0,1
279.45,14.66,4,27,-0.866025,0.5,328.08,0.0,0.0,0.0,0.0,0.0,0.0,8.66,0,0,0,0,0,0,1,354.06,8.66,0,0,0
461.87,69.25,5,21,-0.866025,-0.5,177.72,0.0,351.22,0.0,0.0,8.51,0.0,5.2,0,1,0,0,1,0,1,312.59,364.93,1,1,1
299.9,-12.65,3,28,0.866025,0.5,214.2,0.0,0.0,75.47,8.66,51.16,0.0,8.66,0,0,1,1,1,0,1,280.49,143.95,0,0,0
162.62,2.4,6,29,-0.866025,0.5,201.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,197.63,0.0,0,1,0
119.85,-17.09,4,30,0.5,-0.866025,124.44,0.0,0.0,0.0,0.0,0.0,0.0,11.37,0,0,0,0,0,0,1,189.52,11.37,0,0,0
201.51,-4.87,5,24,-0.0,1.0,195.96,0.0,0.0,39.18,0.0,0.0,0.0,12.34,0,0,1,0,0,0,1,193.84,51.519999999999996,0,1,1
191.27,27.2,2,20,0.5,-0.866025,222.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,212.1,0.0,0,0,1
82.28,-19.4,6,21,0.5,-0.866025,72.96,0.0,0.0,0.0,0.0,29.11,0.0,7.14,0,0,0,0,1,0,1,117.85,36.25,0,1,1
326.08,-27.69,3,30,-0.866025,0.5,196.98,185.64,0.0,0.0,3.46,0.0,0.0,5.2,1,0,0,1,0,0,1,332.09,194.29999999999998,1,0,0
192.14,7.91,3,27,-0.866025,-0.5,224.34,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0,0,0,0,0,0,1,198.51,7.14,0,0,0
263.22,-25.8,3,22,-0.5,0.866025,225.96,0.0,0.0,70.53,0.0,0.0,0.0,6.82,0,0,1,0,0,0,1,228.28,77.35,0,0,1
193.87,34.42,2,28,0.5,-0.866025,200.22,0.0,0.0,23.49,2.77,0.0,0.0,10.39,0,0,1,1,0,0,1,280.62,36.65,0,0,0
172.79,16.46,3,19,-0.866025,0.5,198.6,0.0,0.0,0.0,4.16,0.0,0.0,4.33,0,0,0,1,0,0,1,169.52,8.49,0,0,1
196.11,-9.19,6,30,0.0,-1.0,225.96,0.0,0.0,0.0,12.99,0.0,0.0,10.82,0,0,0,1,0,0,1,265.36,23.810000000000002,0,1,0
155.61,-10.49,5,25,0.5,0.866025,180.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,147.24,0.0,0,1,0
415.49,10.26,5,23,0.0,-1.0,185.82,0.0,321.31,0.0,8.31,0.0,0.0,0.0,0,1,0,1,0,0,0,275.53,329.62,1,1,1
187.79,-26.42,3,30,0.0,-1.0,192.72,0.0,0.0,0.0,8.66,0.0,0.0,4.55,0,0,0,1,0,0,1,205.19,13.21,0,0,0
110.8,-3.15,4,23,0.866025,-0.5,113.1,0.0,0.0,0.0,12.12,0.0,0.0,7.79,0,0,0,1,0,0,1,143.07,19.91,0,0,1
150.96,20.94,4,30,0.5,-0.866025,180.96,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0,0,0,0,0,0,1,268.45,4.33,0,0,0
255.66,54.59,1,25,-0.0,1.0,288.96,0.0,0.0,0.0,0.0,27.56,0.0,4.76,0,0,0,0,1,0,1,273.99,32.32,0,0,0
314.15,-1.05,6,30,1.0,0.0,205.08,171.6,0.0,0.0,8.31,0.0,0.0,3.68,1,0,0,1,0,0,1,428.85,183.59,1,1,0
265.72,-14.63,4,29,-0.866025,0.5,244.2,0.0,0.0,18.38,8.66,14.24,0.0,8.23,0,0,1,1,1,0,1,277.5,49.510000000000005,0,0,0
155.44,-0.68,4,20,-0.0,1.0,175.08,0.0,0.0,0.0,0.0,13.28,0.0,2.06,0,0,0,0,1,0,1,116.43,15.34,0,0,1
262.95,-15.05,5,16,0.5,0.866025,195.96,0.0,0.0,30.2,0.0,39.27,0.0,12.99,0,0,1,0,1,0,1,154.05,82.46,0,1,1
167.94,-12.0,3,24,0.5,0.866025,185.22,0.0,0.0,0.0,12.47,0.0,2.09,12.99,0,0,0,1,0,1,1,139.38,27.55,0,0,1
179.43,2.35,4,30,-1.0,-0.0,195.96,0.0,0.0,0.0,0.0,0.0,11.68,6.5,0,0,0,0,0,1,1,199.34,18.18,0,0,0
347.71,-0.8,7,28,0.5,0.866025,192.72,0.0,176.75,0.0,5.54,27.83,0.0,4.87,0,1,0,1,1,0,1,264.3,214.99,1,1,0
509.95,-41.53,1,23,0.5,0.866025,234.48,0.0,364.6,0.0,0.0,0.0,0.0,4.55,0,1,0,0,0,0,1,261.95,369.15000000000003,1,0,1
294.74,-13.37,3,23,-0.5,0.866025,158.46,0.0,169.89,0.0,0.0,0.0,0.0,8.12,0,1,0,0,0,0,1,199.71,178.01,1,0,1
203.49,7.98,4,28,-1.0,-0.0,222.72,0.0,0.0,0.0,9.35,0.0,0.0,10.39,0,0,0,1,0,0,1,223.76,19.740000000000002,0,0,0
152.85,13.75,3,22,0.5,0.866025,180.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,145.69,0.0,0,0,1
475.56,2.77,2,25,0.866025,0.5,333.96,214.77,0.0,0.0,0.0,0.0,0.0,11.91,1,0,0,0,0,0,1,281.31,226.68,1,0,0
567.16,-33.37,3,30,0.0,-1.0,244.2,0.0,361.2,16.87,0.0,25.6,0.0,5.2,0,1,1,0,1,0,1,401.42,408.87,1,0,0
144.14,0.25,3,19,0.866025,0.5,160.32,0.0,0.0,0.0,0.0,0.0,6.57,0.0,0,0,0,0,0,1,0,84.17,6.57,0,0,1
391.36,-21.01,5,27,0.866025,0.5,290.58,84.05,0.0,0.0,12.47,45.39,0.0,6.82,1,0,0,1,1,0,1,314.16,148.73,1,1,0
208.43,-24.77,6,26,0.0,-1.0,230.82,0.0,0.0,0.0,0.0,0.0,0.0,9.74,0,0,0,0,0,0,1,218.87,9.74,0,1,0
248.49,-11.76,7,24,0.5,-0.866025,206.7,0.0,0.0,7.44,0.0,0.0,56.55,15.16,0,0,1,0,0,1,1,330.84,79.14999999999999,0,1,1
226.76,-43.3,4,30,0.5,0.866025,250.08,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0,0,0,0,0,0,1,195.26,4.55,0,0,0
194.79,-23.19,3,30,0.5,-0.866025,177.72,0.0,0.0,0.0,12.12,0.0,0.0,7.79,0,0,0,1,0,0,1,267.66,19.91,0,0,0
230.56,19.97,4,24,0.866025,0.5,211.98,0.0,0.0,0.0,0.0,42.3,7.44,2.6,0,0,0,0,1,1,1,192.01,52.339999999999996,0,0,1
231.64,20.53,5,25,-0.866025,-0.5,225.96,0.0,0.0,24.33,0.0,0.0,0.0,8.66,0,0,1,0,0,0,1,223.4,32.989999999999995,0,1,0
650.09,-18.64,1,23,0.5,0.866025,156.84,0.0,591.35,0.0,0.0,0.0,0.0,10.82,0,1,0,0,0,0,1,318.09,602.1700000000001,1,0,1
202.32,-8.5,4,30,0.866025,0.5,119.58,95.25,0.0,0.0,6.93,0.0,0.0,5.85,1,0,0,1,0,0,1,161.3,108.03,1,0,0
530.7,31.9,4,30,0.5,0.866025,221.7,0.0,344.71,40.99,6.24,0.0,0.0,4.33,0,1,1,1,0,0,1,389.52,396.27,1,0,0
198.49,-4.88,4,30,0.866025,-0.5,248.46,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0,0,0,0,0,0,1,311.65,4.33,0,0,0
188.01,10.01,3,26,-0.866025,0.5,240.96,0.0,0.0,0.0,0.0,0.0,0.0,6.17,0,0,0,0,0,0,1,229.82,6.17,0,0,0
160.26,-73.78,5,20,-0.866025,0.5,203.46,0.0,0.0,0.0,5.54,0.0,0.0,4.33,0,0,0,1,0,0,1,177.74,9.870000000000001,0,1,1
242.73,-12.35,4,24,0.866025,-0.5,260.22,0.0,0.0,6.47,0.0,0.0,41.81,0.0,0,0,1,0,0,1,0,361.68,48.28,0,0,1
197.33,-21.38,4,24,0.0,-1.0,228.6,0.0,0.0,0.0,0.0,0.0,0.0,5.52,0,0,0,0,0,0,1,199.25,5.52,0,0,1
202.16,14.63,4,26,-0.5,0.866025,224.34,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0,0,0,0,0,0,1,186.51,2.17,0,0,0
255.61,27.71,3,30,0.866025,-0.5,225.96,0.0,0.0,0.0,14.55,35.79,0.0,4.11,0,0,0,1,1,0,1,338.3,54.45,0,0,0
180.69,1.49,7,29,-0.866025,-0.5,194.34,0.0,0.0,0.0,4.68,0.0,0.0,7.79,0,0,0,1,0,0,1,181.52,12.469999999999999,0,1,0
155.03,-0.59,5,25,0.0,-1.0,100.32,0.0,0.0,23.02,0.0,0.0,67.38,2.27,0,0,1,0,0,1,1,147.8,92.66999999999999,0,1,0
113.22,-7.88,5,27,0.5,-0.866025,112.08,0.0,0.0,2.54,0.0,46.31,0.0,3.68,0,0,1,0,1,0,1,224.66,52.53,0,1,0
157.67,17.27,2,30,1.0,0.0,177.72,0.0,0.0,0.0,12.12,0.0,0.0,2.38,0,0,0,1,0,0,1,233.05,14.5,0,0,0
176.3,-36.22,7,29,0.5,0.866025,200.22,0.0,0.0,0.0,5.2,0.0,0.0,11.37,0,0,0,1,0,0,1,198.92,16.57,0,1,0
167.2,-44.03,7,30,0.866025,0.5,180.96,0.0,0.0,32.41,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,217.4,32.41,0,1,0
308.58,-13.95,3,15,1.0,0.0,340.44,0.0,0.0,0.0,0.0,20.51,0.0,0.0,0,0,0,0,1,0,0,391.19,20.51,0,0,1
232.7,20.51,3,25,-0.5,-0.866025,221.7,0.0,0.0,18.37,0.0,22.16,0.0,8.66,0,0,1,0,1,0,1,213.61,49.19,0,0,0
217.57,22.38,5,23,-0.866025,0.5,203.46,0.0,0.0,36.67,5.54,0.0,0.0,13.53,0,0,1,1,0,0,1,270.27,55.74,0,1,1
201.02,30.23,4,30,-0.866025,-0.5,221.1,0.0,0.0,0.0,10.39,0.0,0.0,8.12,0,0,0,1,0,0,1,178.87,18.509999999999998,0,0,0
145.88,-13.62,4,26,0.5,-0.866025,155.22,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0,0,0,0,0,0,1,223.8,4.76,0,0,0
226.67,-15.73,3,15,-0.5,-0.866025,198.6,0.0,0.0,0.0,0.0,14.96,30.74,6.93,0,0,0,0,1,1,1,157.8,52.63,0,0,1
43.75,10.87,7,20,1.0,0.0,52.08,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0,0,0,0,0,0,1,61.48,9.09,0,1,1
196.04,-15.33,3,30,0.866025,0.5,206.1,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0,0,0,0,0,0,1,181.28,3.9,0,0,0
456.96,-20.21,2,19,-1.0,-0.0,225.96,0.0,274.26,0.0,0.0,25.77,0.0,0.0,0,1,0,0,1,0,0,262.79,300.03,1,0,1
218.87,-7.08,2,30,-0.866025,0.5,243.6,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0,0,0,0,0,0,1,205.36,5.2,0,0,0
222.84,44.48,4,23,-0.866025,0.5,218.46,0.0,0.0,27.06,0.0,0.0,0.0,9.74,0,0,1,0,0,0,1,237.57,36.8,0,0,1
207.32,0.82,3,27,-1.0,-0.0,175.08,0.0,0.0,57.62,8.31,0.0,0.0,2.17,0,0,1,1,0,0,1,207.99,68.1,0,0,0
237.42,21.99,2,25,0.5,0.866025,233.46,0.0,0.0,0.0,9.7,30.11,0.0,10.82,0,0,0,1,1,0,1,199.02,50.63,0,0,0
173.51,7.76,7,29,1.0,0.0,153.6,0.0,0.0,0.0,0.0,0.0,45.35,6.5,0,0,0,0,0,1,1,279.45,51.85,0,1,0
115.29,59.86,4,25,-0.866025,-0.5,107.22,0.0,0.0,0.0,7.79,0.0,0.0,10.39,0,0,0,1,0,0,1,101.23,18.18,0,0,0
295.25,-32.57,3,24,-0.0,1.0,314.7,0.0,0.0,0.0,0.0,46.11,0.0,0.0,0,0,0,0,1,0,0,257.68,46.11,0,0,1
230.4,-18.72,4,30,0.0,-1.0,198.6,0.0,0.0,20.82,11.08,0.0,39.6,9.09,0,0,1,1,0,1,1,233.89,80.59,0,0,0
188.73,-10.98,5,30,0.0,-1.0,207.72,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0,0,0,0,0,0,1,184.71,4.33,0,1,0
206.77,39.36,6,26,0.866025,-0.5,205.08,0.0,0.0,0.0,0.0,30.94,0.0,4.11,0,0,0,0,1,0,1,313.61,35.050000000000004,0,1,0
158.48,-49.65,2,30,-0.866025,0.5,171.84,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0,0,0,0,0,0,1,144.12,4.11,0,0,0
139.74,18.99,4,29,-0.5,-0.866025,158.46,0.0,0.0,9.11,0.0,0.0,0.0,10.82,0,0,1,0,0,0,1,181.56,19.93,0,0,0
256.31,-4.45,2,20,-0.5,0.866025,266.46,0.0,0.0,60.07,0.0,0.0,3.12,6.5,0,0,1,0,0,1,1,265.79,69.69,0,0,1
307.21,10.06,3,26,0.866025,0.5,259.2,0.0,94.31,0.0,0.0,0.0,0.0,10.82,0,1,0,0,0,0,1,252.44,105.13,1,0,0
182.12,15.85,4,26,0.866025,-0.5,200.22,0.0,0.0,10.31,0.0,13.19,0.0,6.5,0,0,1,0,1,0,1,300.07,30.0,0,0,0
209.83,58.66,3,30,0.5,0.866025,180.96,0.0,0.0,34.61,16.63,0.0,0.0,12.99,0,0,1,1,0,0,1,190.21,64.22999999999999,0,0,0
235.12,-3.24,4,30,0.5,0.866025,240.96,0.0,0.0,0.0,0.0,35.05,0.0,10.82,0,0,0,0,1,0,1,224.57,45.87,0,0,0
235.9,-16.93,3,24,0.5,0.866025,213.6,0.0,0.0,70.75,0.0,0.0,0.0,1.95,0,0,1,0,0,0,1,188.61,72.7,0,0,1
186.9,14.59,2,26,-0.866025,-0.5,180.96,0.0,0.0,0.0,5.2,0.0,0.0,16.24,0,0,0,1,0,0,1,184.25,21.439999999999998,0,0,0
395.31,27.73,4,29,-1.0,-0.0,229.2,0.0,220.52,0.0,0.0,0.0,0.0,16.24,0,1,0,0,0,0,1,339.44,236.76000000000002,1,0,0
220.79,25.83,2,21,-0.866025,0.5,203.46,0.0,0.0,0.0,7.27,0.0,16.33,8.66,0,0,0,1,0,1,1,173.83,32.26,0,0,1
354.62,-25.84,3,28,0.5,0.866025,244.2,0.0,0.0,115.21,0.0,32.77,0.0,14.29,0,0,1,0,1,0,1,351.78,162.26999999999998,0,0,0
387.59,5.94,2,30,-0.5,-0.866025,206.7,211.79,0.0,22.42,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,330.06,234.20999999999998,1,0,0
269.23,2.15,5,27,-0.5,-0.866025,290.58,0.0,0.0,0.0,0.0,0.0,14.73,5.2,0,0,0,0,0,1,1,293.99,19.93,0,1,0
169.75,16.26,5,26,0.5,-0.866025,165.96,0.0,0.0,0.0,12.47,13.99,0.0,6.17,0,0,0,1,1,0,1,254.15,32.63,0,1,0
321.79,5.6,3,30,0.866025,0.5,155.22,0.0,148.96,56.7,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,229.38,205.66000000000003,1,0,0
106.62,-4.56,4,21,0.866025,0.5,116.34,0.0,0.0,26.91,1.73,0.0,2.65,1.84,0,0,1,1,0,1,1,92.56,33.13,0,0,1
183.59,8.37,4,21,-0.866025,-0.5,231.84,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0,0,0,0,0,0,1,176.0,4.33,0,0,1
196.55,-12.35,1,29,0.0,-1.0,177.72,0.0,0.0,20.16,9.7,0.0,0.0,0.0,0,0,1,1,0,0,0,162.67,29.86,0,0,0
132.77,9.44,2,26,-0.5,-0.866025,138.6,0.0,0.0,0.0,0.0,0.0,0.0,18.94,0,0,0,0,0,0,1,122.19,18.94,0,0,0
99.28,36.65,5,28,-1.0,-0.0,75.6,0.0,0.0,24.87,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,84.97,24.87,0,1,0
242.92,9.94,5,29,-0.5,0.866025,258.6,0.0,0.0,0.0,8.66,0.0,0.0,0.0,0,0,0,1,0,0,0,258.25,8.66,0,1,0
234.96,-69.53,5,23,1.0,0.0,260.22,0.0,0.0,0.0,0.0,9.74,0.0,7.36,0,0,0,0,1,0,1,354.52,17.1,0,1,1
256.42,39.31,3,30,-0.5,-0.866025,253.32,0.0,0.0,30.54,0.0,0.0,0.0,6.5,0,0,1,0,0,0,1,291.03,37.04,0,0,0
94.57,-7.51,3,28,-0.5,-0.866025,43.98,0.0,0.0,26.39,0.0,35.39,0.0,6.82,0,0,1,0,1,0,1,102.92,68.6,0,0,0
272.63,25.74,5,28,1.0,0.0,227.58,0.0,0.0,21.39,0.0,63.83,0.0,2.06,0,0,1,0,1,0,1,422.68,87.28,0,1,0
211.77,-11.49,3,30,-1.0,-0.0,196.98,0.0,0.0,50.19,0.0,0.0,0.0,10.82,0,0,1,0,0,0,1,261.94,61.01,0,0,0
148.52,-31.41,2,27,-0.0,1.0,174.48,0.0,0.0,0.0,0.0,0.0,0.0,8.66,0,0,0,0,0,0,1,161.47,8.66,0,0,0
212.2,-19.18,4,30,0.5,-0.866025,258.6,0.0,0.0,0.0,0.0,0.0,0.0,8.66,0,0,0,0,0,0,1,339.09,8.66,0,0,0
226.69,1.51,4,26,-0.5,-0.866025,226.98,0.0,0.0,42.59,0.0,0.0,0.0,11.69,0,0,1,0,0,0,1,214.35,54.28,0,0,0
253.39,-38.69,3,26,0.5,-0.866025,251.1,0.0,0.0,0.0,0.0,41.5,0.0,12.99,0,0,0,0,1,0,1,311.14,54.49,0,0,0
138.34,-54.87,5,26,-0.0,1.0,160.08,0.0,0.0,0.0,8.31,0.0,0.0,5.41,0,0,0,1,0,0,1,144.08,13.72,0,1,0
218.69,-14.3,4,27,-0.866025,-0.5,239.34,0.0,0.0,0.0,1.56,0.0,0.0,18.94,0,0,0,1,0,0,1,223.23,20.5,0,0,0
218.66,10.38,4,25,0.866025,0.5,206.1,0.0,0.0,54.08,6.24,0.0,0.0,0.0,0,0,1,1,0,0,0,193.59,60.32,0,0,0
186.85,19.22,3,25,-1.0,-0.0,201.84,0.0,0.0,0.0,8.66,0.0,0.0,12.99,0,0,0,1,0,0,1,159.86,21.65,0,0,0
220.3,-46.55,3,23,-0.5,-0.866025,248.46,0.0,0.0,18.51,0.0,7.65,0.0,5.2,0,0,1,0,1,0,1,218.26,31.360000000000003,0,0,1
209.67,-16.21,4,27,0.866025,-0.5,242.58,0.0,0.0,2.53,0.0,0.0,0.0,2.17,0,0,1,0,0,0,1,332.19,4.699999999999999,0,0,0
87.38,11.25,2,29,0.0,-1.0,92.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,86.73,0.0,0,0,0
167.46,15.73,4,20,0.5,-0.866025,180.96,0.0,0.0,0.0,6.24,8.77,0.0,0.0,0,0,0,1,1,0,0,236.75,15.01,0,0,1
295.63,-10.6,3,30,0.5,-0.866025,208.32,0.0,0.0,0.0,0.0,48.53,85.68,6.5,0,0,0,0,1,1,1,395.83,140.71,0,0,0
132.38,-18.16,4,27,1.0,0.0,158.46,0.0,0.0,11.83,0.0,0.0,0.0,5.2,0,0,1,0,0,0,1,241.59,17.03,0,0,0
204.3,17.74,5,26,-1.0,-0.0,201.84,0.0,0.0,13.49,0.0,0.0,0.0,10.39,0,0,1,0,0,0,1,207.64,23.880000000000003,0,1,0
256.16,13.72,3,27,-0.866025,0.5,186.84,0.0,0.0,43.34,0.0,49.3,0.0,2.17,0,0,1,0,1,0,1,234.62,94.81,0,0,0
251.51,13.8,4,25,-0.0,1.0,177.72,0.0,0.0,62.19,0.0,44.46,0.0,4.55,0,0,1,0,1,0,1,183.86,111.2,0,0,0
174.26,21.09,1,28,-1.0,-0.0,189.48,0.0,0.0,0.0,0.0,7.59,5.58,2.71,0,0,0,0,1,1,1,173.86,15.879999999999999,0,0,0
176.56,-14.38,4,24,0.866025,0.5,218.46,0.0,0.0,0.0,6.24,0.0,0.0,0.0,0,0,0,1,0,0,0,174.12,6.24,0,0,1
180.21,46.26,3,17,0.0,-1.0,209.94,0.0,0.0,0.03,14.55,0.0,0.0,6.17,0,0,1,1,0,0,1,171.86,20.75,0,0,1
208.05,39.62,3,26,-0.5,0.866025,239.34,0.0,0.0,0.0,0.0,0.0,0.0,9.53,0,0,0,0,0,0,1,222.52,9.53,0,0,0
179.05,1.12,3,17,-0.0,1.0,222.72,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0,0,0,0,0,0,1,148.09,2.27,0,0,1
152.67,19.11,5,24,-1.0,-0.0,119.58,0.0,0.0,0.0,2.77,0.0,56.64,0.0,0,0,0,1,0,1,0,134.7,59.410000000000004,0,1,1
213.09,-5.14,4,30,-0.866025,0.5,243.6,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0,0,0,0,0,0,1,230.61,4.11,0,0,0
202.81,15.56,3,24,-1.0,-0.0,225.96,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0,0,0,0,0,0,1,165.74,4.33,0,0,1
